,angle,distance,servo
55,2.481367322483813,2651.75,70.0
56,2.5040020612206146,2706.25,70.0
57,2.5492715386942177,2880.75,70.0
58,2.595359139254693,3060.75,70.0
59,2.6643541862475937,3368.75,70.0
60,2.6872616326800194,3308.25,70.0
61,2.7120780329818137,3263.0,70.0
62,2.7355308948054873,3224.0,70.0
63,2.758438341237913,3204.0,70.0
64,2.781891203061587,3184.75,70.0
65,2.8053440648852606,3143.5,70.0
66,2.8285242190133104,3100.5,70.0
67,2.851977080836984,3084.25,70.0
68,2.8746118195737855,3072.5,70.0
69,2.8980646813974595,3047.25,70.0
70,2.921517543221133,3027.75,70.0
71,2.9711503438247218,2240.5,70.0
72,2.9937850825615233,2252.75,70.0
73,3.093596099159949,1373.25,70.0
74,3.1418653612854173,1325.75,70.0
75,3.165045515413467,1312.75,70.0
76,3.1895892080196373,1302.0,70.0
77,3.2116785313651905,1302.0,70.0
78,3.23485868549324,1303.0,70.0
79,3.2588569627081623,1302.75,70.0
80,3.2820371168362117,1309.25,70.0
81,3.3046718555730132,1314.5,70.0
82,3.327579302005439,1319.5,70.0
83,3.351577579220361,1322.25,70.0
84,3.3744850256527865,1316.75,70.0
85,3.3982105951720842,1298.5,70.0
86,3.4216634569957582,1287.5,70.0
87,3.466660226773737,1362.0,70.0
88,3.4901130885974108,1359.5,70.0
