x,y,z
-904.852,-1730.594,-3213.081
-901.963,-1725.071,-3202.826
-832.998,-1722.909,-3194.663
-832.998,-1722.909,-3194.663
-833.892,-1724.76,-3198.095
-767.901,-1727.55,-3199.149
-767.901,-1727.55,-3199.149
-705.117,-1737.234,-3212.978
-702.842,-1731.63,-3202.614
-700.568,-1726.026,-3192.25
-635.775,-1729.522,-3194.666
-633.017,-1722.018,-3180.806
-631.639,-1718.267,-3173.877
-569.203,-1726.811,-3185.648
-569.203,-1726.811,-3185.648
-567.34,-1721.162,-3175.227
-503.697,-1725.395,-3179.058
-504.249,-1727.285,-3182.54
-503.697,-1725.395,-3179.058
-440.521,-1730.985,-3185.394
-440.521,-1730.985,-3185.394
-439.556,-1727.193,-3178.417
-375.559,-1728.443,-3176.781
-375.559,-1728.443,-3176.781
-311.38,-1727.238,-3170.657
-310.693,-1723.425,-3163.658
-310.349,-1721.518,-3160.159
-247.524,-1725.479,-3163.543
-248.072,-1729.3,-3170.549
-247.799,-1727.39,-3167.046
-184.828,-1730.828,-3169.468
-184.828,-1730.828,-3169.468
-184.828,-1730.828,-3169.468
-121.802,-1733.739,-3170.925
-121.533,-1729.904,-3163.91
-121.397,-1727.986,-3160.403
-58.608,-1732.281,-3164.4
-58.738,-1736.122,-3171.417
-58.738,-1736.122,-3171.417
4.338,-1736.054,-3167.434
4.324,-1730.287,-3156.911
67.049,-1729.682,-3151.971
67.124,-1731.606,-3155.477
67.199,-1733.53,-3158.983
129.904,-1732.397,-3153.082
130.049,-1734.322,-3156.585
130.338,-1738.172,-3163.592
193.288,-1738.437,-3160.225
193.074,-1736.512,-3156.725
193.074,-1736.512,-3156.725
256.179,-1738.172,-3155.895
256.463,-1740.097,-3159.39
255.895,-1736.247,-3152.4
318.638,-1735.454,-3147.116
318.285,-1733.53,-3143.626
318.285,-1733.53,-3143.626
380.862,-1732.209,-3137.389
381.285,-1734.132,-3140.871
444.799,-1736.122,-3140.62
446.275,-1741.884,-3151.042
446.768,-1743.804,-3154.515
509.016,-1739.493,-3142.841
509.578,-1741.411,-3146.307
509.016,-1739.493,-3142.841
570.972,-1734.657,-3130.229
572.862,-1740.401,-3140.593
574.753,-1746.145,-3150.958
638.907,-1746.498,-3147.679
638.208,-1744.587,-3144.235
638.907,-1746.498,-3147.679
703.141,-1746.302,-3143.392
704.677,-1750.115,-3150.256
704.677,-1750.115,-3150.256
767.435,-1745.556,-3138.098
770.779,-1753.162,-3151.772
771.615,-1755.063,-3155.19
835.385,-1751.841,-3145.41
835.385,-1751.841,-3145.41
899.035,-1748.073,-3134.642
901.951,-1753.742,-3144.808
902.923,-1755.632,-3148.197
966.705,-1751.292,-3136.376
968.785,-1755.058,-3143.122
970.864,-1758.824,-3149.866
1034.756,-1753.907,-3136.988
1035.862,-1755.783,-3140.342
